all_info,url,full_url
"['Bosswave Enterprises Co. Ltd', '', 'ODM', 'OEM', 'Phase 2: Hall 10 10S34', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/bosswave-enterprises-co-ltd_2008842148523/,https://exhibitions.globalsources.com/exhibitors/HK/bosswave-enterprises-co-ltd_2008842148523/
"['Bostar Technology INC', '', 'ODM', 'OEM', 'Phase 2: Hall 6 6V09', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/bostar-technology-inc_2008851647449/,https://exhibitions.globalsources.com/exhibitors/HK/bostar-technology-inc_2008851647449/
"['Boyi Electronics (Guangzhou) Co., Ltd.', '', 'ODM', 'OEM', 'OBM', 'Phase 2: Hall 8 8F28', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/boyi-electronics-guangzhou-co-ltd_2008853632399/,https://exhibitions.globalsources.com/exhibitors/HK/boyi-electronics-guangzhou-co-ltd_2008853632399/
"['Boyi Sports (Guangzhou) Co., Ltd.', '', 'Overseas Manufacturing Base', 'Phase 2: Hall 9 9D15', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/boyi-sports-guangzhou-co-ltd_2003002396066/,https://exhibitions.globalsources.com/exhibitors/HK/boyi-sports-guangzhou-co-ltd_2003002396066/
"['Brava Technology Co., Ltd', '', 'ODM', 'OEM', 'OBM', 'Phase 2: Hall 5 5D30', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/brava-technology-co-ltd_2008851972680/,https://exhibitions.globalsources.com/exhibitors/HK/brava-technology-co-ltd_2008851972680/
"['Brmicro Electronic Technology Co.,Ltd', '', 'Phase 2: Hall 7 7Q18', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/brmicro-electronic-technology-co-ltd_2008858033239/,https://exhibitions.globalsources.com/exhibitors/HK/brmicro-electronic-technology-co-ltd_2008858033239/
"['CB (XIAMEN) INDUSTRIAL CO., LTD.', '', 'ODM', 'OEM', 'OBM', 'Phase 1: Hall 9 9J10', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cb-xiamen-industrial-co-ltd_2008853413642/,https://exhibitions.globalsources.com/exhibitors/HK/cb-xiamen-industrial-co-ltd_2008853413642/
"['CBOND Electronics Co.,Ltd', '', 'OEM', 'Phase 1: Hall 9 9G33', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cbond-electronics-co-ltd_2008853874371/,https://exhibitions.globalsources.com/exhibitors/HK/cbond-electronics-co-ltd_2008853874371/
"['CG Mobile (Asia) Limited', '', 'Phase 2: Hall 6 6M24', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cg-mobile-asia-limited_2008848692037/,https://exhibitions.globalsources.com/exhibitors/HK/cg-mobile-asia-limited_2008848692037/
"['CHANGJIA GROUP CO., LIMITED', '', 'Phase 1: Hall 2 2N12', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changjia-group-co-limited_2003002346483/,https://exhibitions.globalsources.com/exhibitors/HK/changjia-group-co-limited_2003002346483/
"['CHANGSHU SAN DING HOME TEXTILES CO., LTD', '', 'OEM', 'Phase 3: Hall 7 7P11', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changshu-san-ding-home-textiles-co-ltd_2008850787766/,https://exhibitions.globalsources.com/exhibitors/HK/changshu-san-ding-home-textiles-co-ltd_2008850787766/
"['CHINA TECHNOLOGY INVESTMENTS LIMITED', '', 'ODM', 'OEM', 'OBM', 'Phase 2: Hall 1 1B19', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/china-technology-investments-limited_2003002386868/,https://exhibitions.globalsources.com/exhibitors/HK/china-technology-investments-limited_2003002386868/
"['CLOVER INDUSTRIAL CO., LIMITED', '', 'ODM', 'OEM', 'Phase 2: Hall 5 5H24', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/clover-industrial-co-limited_2003002339859/,https://exhibitions.globalsources.com/exhibitors/HK/clover-industrial-co-limited_2003002339859/
"['CMG (NINGBO) ELECTROACOUSTIC TECHNOLOGY CORPORATION', '', 'ODM', 'OEM', 'OBM', 'Phase 1: Hall 8 8C16', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cmg-ningbo-electroacoustic-technology-corporation_2008859220959/,https://exhibitions.globalsources.com/exhibitors/HK/cmg-ningbo-electroacoustic-technology-corporation_2008859220959/
"['CMS DISPLAY ELECTRON CO., LTD', '', 'ODM', 'OEM', 'OBM', 'Phase 1: Hall 8 8H27', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cms-display-electron-co-ltd_2008851349509/,https://exhibitions.globalsources.com/exhibitors/HK/cms-display-electron-co-ltd_2008851349509/
"['COLINDA DIGITAL TECHNOLOGY (SHEN ZHEN) CO., LIMITED', '', 'ODM', 'OEM', 'Phase 2: Hall 5 5C31', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/colinda-digital-technology-shen-zhen-co-limited_2003002379584/,https://exhibitions.globalsources.com/exhibitors/HK/colinda-digital-technology-shen-zhen-co-limited_2003002379584/
"['CPVAN Smart', '', 'ODM', 'OEM', 'OBM', 'Phase 2: Hall 7 7U10', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cpvan-smart_2008853420852/,https://exhibitions.globalsources.com/exhibitors/HK/cpvan-smart_2008853420852/
"['CSM Smart Technology (Huizhou) Co., Ltd', '', 'Phase 2: Hall 5 5E31', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/csm-smart-technology-huizhou-co-ltd_2008859975032/,https://exhibitions.globalsources.com/exhibitors/HK/csm-smart-technology-huizhou-co-ltd_2008859975032/
"['CUDY INTERNATIONAL LIMITED', '', 'Phase 1: Hall 6 6Q24', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cudy-international-limited_2003002346368/,https://exhibitions.globalsources.com/exhibitors/HK/cudy-international-limited_2003002346368/
"['CUKTECH Technology Co.,Ltd', '', 'Phase 2: Hall 3 3D36', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cuktech-technology-co-ltd_2003002314634/,https://exhibitions.globalsources.com/exhibitors/HK/cuktech-technology-co-ltd_2003002314634/
"['CYD Electronics (Shenzhen) Co., Ltd', '', 'Overseas Manufacturing Base', 'ODM', 'OEM', 'OBM', 'Phase 1: Hall 6 6N02', 'Phase 2: Hall 1 1C25', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cyd-electronics-shenzhen-co-ltd_2008814085687/,https://exhibitions.globalsources.com/exhibitors/HK/cyd-electronics-shenzhen-co-ltd_2008814085687/
"['CYMOBILE CO., LIMITED', '', 'Phase 2: Hall 5 5B43', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cymobile-co-limited_2003002345331/,https://exhibitions.globalsources.com/exhibitors/HK/cymobile-co-limited_2003002345331/
"['CYSPO Technology (Shenzhen) Co., Ltd', '', 'Overseas Manufacturing Base', 'ODM', 'OEM', 'OBM', 'Phase 2: Hall 2 2N14', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cyspo-technology-shenzhen-co-ltd_2008849993814/,https://exhibitions.globalsources.com/exhibitors/HK/cyspo-technology-shenzhen-co-ltd_2008849993814/
"['Caeton Tech Limited', '', 'Phase 1: Hall 1 1G35', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/caeton-tech-limited_2008853784497/,https://exhibitions.globalsources.com/exhibitors/HK/caeton-tech-limited_2008853784497/
"['Campersville (Guangdong) Outdoor Products Co., LTD', '', 'Phase 3: Hall 5 5B06', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/campersville-guangdong-outdoor-products-co-ltd_2003002393357/,https://exhibitions.globalsources.com/exhibitors/HK/campersville-guangdong-outdoor-products-co-ltd_2003002393357/
"['Cangzhou Eastmao Glass Products Co., Ltd.', '', 'ODM', 'OEM', 'OBM', 'Phase 2: Hall 11 11S08', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cangzhou-eastmao-glass-products-co-ltd_2008858070470/,https://exhibitions.globalsources.com/exhibitors/HK/cangzhou-eastmao-glass-products-co-ltd_2008858070470/
"['Canhe Hardware Electronic Co. Ltd', '', 'Phase 1: Hall 10 10M09', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/canhe-hardware-electronic-co-ltd_2008848185982/,https://exhibitions.globalsources.com/exhibitors/HK/canhe-hardware-electronic-co-ltd_2008848185982/
"['Cellular Electronic Technology (Dongguan) Co.,Ltd', '', 'Phase 2: Hall 10 10N14', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cellular-electronic-technology-dongguan-co-ltd_2008853951997/,https://exhibitions.globalsources.com/exhibitors/HK/cellular-electronic-technology-dongguan-co-ltd_2008853951997/
"['Cenlak Technology Co.,ltd', '', 'OEM', 'OBM', 'Phase 1: Hall 6 6R38', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cenlak-technology-co-ltd_2003002328757/,https://exhibitions.globalsources.com/exhibitors/HK/cenlak-technology-co-ltd_2003002328757/
"['Centurion Pacific Industrial & Commercial (Jining) Co., Ltd.', '', 'ODM', 'OEM', 'OBM', 'Phase 2: Hall 11 11R35', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/centurion-pacific-industrial-commercial-jining-co-ltd_2003002409447/,https://exhibitions.globalsources.com/exhibitors/HK/centurion-pacific-industrial-commercial-jining-co-ltd_2003002409447/
"['Changhong Plastics Group Imperial Plastics Co. Ltd', '', 'Overseas Manufacturing Base', 'OEM', 'Phase 1: Hall 7 7S28', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changhong-plastics-group-imperial-plastics-co-ltd_2008849725208/,https://exhibitions.globalsources.com/exhibitors/HK/changhong-plastics-group-imperial-plastics-co-ltd_2008849725208/
"['Changsha E-Fun Technology Co., Ltd', '', 'ODM', 'OEM', 'OBM', 'Phase 2: Hall 2 2R27', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changsha-e-fun-technology-co-ltd_2008856429561/,https://exhibitions.globalsources.com/exhibitors/HK/changsha-e-fun-technology-co-ltd_2008856429561/
"['Changshu Tensort Imp. & Exp. Co. Ltd', '', 'OEM', 'Phase 3: Hall 7 7Q10', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changshu-tensort-imp-exp-co-ltd_2008826113881/,https://exhibitions.globalsources.com/exhibitors/HK/changshu-tensort-imp-exp-co-ltd_2008826113881/
"['Changzhou Ambition Imp and Exp Co.Ltd', '', 'ODM', 'OEM', 'OBM', 'Phase 1: Hall 9 9H08', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-ambition-imp-and-exp-co-ltd_2008853565102/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-ambition-imp-and-exp-co-ltd_2008853565102/
"['Changzhou Avi Electronic Co.,Ltd.', '', 'Phase 1: Hall 10 10T05', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-avi-electronic-co-ltd_2008810500085/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-avi-electronic-co-ltd_2008810500085/
"['Changzhou Baijia Textile Technology Co.,Ltd.', '', 'OEM', 'Phase 3: Hall 7 7M33', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-baijia-textile-technology-co-ltd_2008860156531/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-baijia-textile-technology-co-ltd_2008860156531/
"['Changzhou Bantex Tourism Articles Co. Ltd', '', 'ODM', 'OEM', 'Phase 2: Hall 9 9J12', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-bantex-tourism-articles-co-ltd_2008825851606/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-bantex-tourism-articles-co-ltd_2008825851606/
"['Changzhou Edwin Electronics Co., Ltd.', '', 'Phase 1: Hall 2 2F15', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-edwin-electronics-co-ltd_2008858070793/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-edwin-electronics-co-ltd_2008858070793/
"['Changzhou Esuntech Co., Ltd', '', 'ODM', 'OEM', 'OBM', 'Phase 1: Hall 11 11S13', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-esuntech-co-ltd_2008825689006/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-esuntech-co-ltd_2008825689006/
"['Changzhou Flagolden Weaving & Dyeing Co.Ltd', '', 'ODM', 'OEM', 'OBM', 'Phase 2: Hall 11 11Q07', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-flagolden-weaving-dyeing-co-ltd_2003002386932/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-flagolden-weaving-dyeing-co-ltd_2003002386932/
"['Changzhou Fullink Electronic Technology Co., Ltd', '', 'OEM', 'Phase 1: Hall 9 9E31', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-fullink-electronic-technology-co-ltd_2008858271920/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-fullink-electronic-technology-co-ltd_2008858271920/
"['Changzhou Haigao International Trade Co.,Ltd', '', 'ODM', 'OEM', 'OBM', 'Phase 1: Hall 2 2E15', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-haigao-international-trade-co-ltd_2008824763067/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-haigao-international-trade-co-ltd_2008824763067/
"['Changzhou Hailu Lighting Appliance Co., Ltd.', '', 'OEM', 'Phase 1: Hall 9 9G35', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-hailu-lighting-appliance-co-ltd_2003002354451/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-hailu-lighting-appliance-co-ltd_2003002354451/
"['Changzhou Halee Electronic Co. Ltd', '', 'ODM', 'OEM', 'OBM', 'Phase 1: Hall 6 6P34', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-halee-electronic-co-ltd_2008840172616/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-halee-electronic-co-ltd_2008840172616/
"['Changzhou Krode Electronic Technology Co., Ltd', '', 'Phase 1: Hall 11 11R14', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-krode-electronic-technology-co-ltd_2008852652026/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-krode-electronic-technology-co-ltd_2008852652026/
"['Changzhou Matti Houseware Co. Ltd.', '', 'ODM', 'Phase 2: Hall 11 11Q09', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-matti-houseware-co-ltd_2008856540797/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-matti-houseware-co-ltd_2008856540797/
"['Changzhou Mountain Inn Sports Co., Ltd.', '', 'ODM', 'OEM', 'OBM', 'Phase 3: Hall 5 5A29', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-mountain-inn-sports-co-ltd_2003002389707/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-mountain-inn-sports-co-ltd_2003002389707/
"['Changzhou Mydays Outdoor Co., Ltd.', '', 'Overseas Manufacturing Base', 'ODM', 'OEM', 'Phase 3: Hall 5 5F29', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-mydays-outdoor-co-ltd_2008832285301/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-mydays-outdoor-co-ltd_2008832285301/
"['Changzhou Roanon Plastic Co., Ltd', '', 'ODM', 'OEM', 'Phase 2: Hall 11 11P24', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-roanon-plastic-co-ltd_2008852302325/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-roanon-plastic-co-ltd_2008852302325/
"['Changzhou Ruizhan Travel Products Co., Ltd', '', 'ODM', 'OEM', 'OBM', 'Phase 3: Hall 5 5A21', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-ruizhan-travel-products-co-ltd_2008858629002/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-ruizhan-travel-products-co-ltd_2008858629002/
"['Changzhou Tester Electronic Technology Co. Ltd.', '', 'Phase 1: Hall 9 9K02', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-tester-electronic-technology-co-ltd_2008852477481/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-tester-electronic-technology-co-ltd_2008852477481/
"['Changzhou Wistar Electronics Co. Ltd', '', 'OEM', 'Phase 1: Hall 6 6U02', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-wistar-electronics-co-ltd_2008845861924/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-wistar-electronics-co-ltd_2008845861924/
"['Changzhou Wujin Fengshi Connectors Co. Ltd', '', 'ODM', 'OEM', 'OBM', 'Phase 1: Hall 11 11N14', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-wujin-fengshi-connectors-co-ltd_2008826079207/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-wujin-fengshi-connectors-co-ltd_2008826079207/
"['Changzhou Wujin Jiali Electronic & Plastic Factory', '', 'Overseas Manufacturing Base', 'ODM', 'OEM', 'Phase 1: Hall 2 2D17', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-wujin-jiali-electronic-plastic-factory_2008812848292/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-wujin-jiali-electronic-plastic-factory_2008812848292/
"['Changzhou Yiyang Electronic Technology Co., Ltd.', '', 'ODM', 'OEM', 'Phase 1: Hall 11 11P10', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/changzhou-yiyang-electronic-technology-co-ltd_2008853565169/,https://exhibitions.globalsources.com/exhibitors/HK/changzhou-yiyang-electronic-technology-co-ltd_2008853565169/
"['Chanzhou Xuelandan Outdoors Leisure Products Co. Ltd', '', 'Phase 3: Hall 5 5D05', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/chanzhou-xuelandan-outdoors-leisure-products-co-ltd_2008839857649/,https://exhibitions.globalsources.com/exhibitors/HK/chanzhou-xuelandan-outdoors-leisure-products-co-ltd_2008839857649/
"['Chaoyang Junyi Jialong Decoration & Art Co.ltd', '', 'Phase 2: Hall 11 11S07', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/chaoyang-junyi-jialong-decoration-art-co-ltd_2003002397585/,https://exhibitions.globalsources.com/exhibitors/HK/chaoyang-junyi-jialong-decoration-art-co-ltd_2003002397585/
"['Chaoyue Workshop (Dongguan) Technology ., LTD', '', 'Phase 2: Hall 7 7K28', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/chaoyue-workshop-dongguan-technology-ltd_2003002345276/,https://exhibitions.globalsources.com/exhibitors/HK/chaoyue-workshop-dongguan-technology-ltd_2003002345276/
"['Chaozhou Xiaoxiang Hardware Products Co., Ltd.', '', 'Phase 2: Hall 9 9J31', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/chaozhou-xiaoxiang-hardware-products-co-ltd_2003002391327/,https://exhibitions.globalsources.com/exhibitors/HK/chaozhou-xiaoxiang-hardware-products-co-ltd_2003002391327/
"['Chaozhou Yuheng Technology Co., Ltd', '', 'ODM', 'OEM', 'OBM', 'Phase 2: Hall 11 11R16', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/chaozhou-yuheng-technology-co-ltd_2003002400894/,https://exhibitions.globalsources.com/exhibitors/HK/chaozhou-yuheng-technology-co-ltd_2003002400894/
"['Charming Accessories Co.,Ltd', '', 'Phase 2: Hall 11 11N32', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/charming-accessories-co-ltd_2003002372504/,https://exhibitions.globalsources.com/exhibitors/HK/charming-accessories-co-ltd_2003002372504/
"['CheerTide Products Co., Ltd', '', 'Phase 2: Hall 8 8H42', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/cheertide-products-co-ltd_2008848941384/,https://exhibitions.globalsources.com/exhibitors/HK/cheertide-products-co-ltd_2008848941384/
"['Chengdu Huajiaoshu Technology Co., Ltd.', '', 'ODM', 'OEM', 'OBM', 'Phase 1: Hall 8 8F27', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/chengdu-huajiaoshu-technology-co-ltd_2008859952510/,https://exhibitions.globalsources.com/exhibitors/HK/chengdu-huajiaoshu-technology-co-ltd_2008859952510/
"['Chengzhan Electronic Technology (Dongguan) Co., Ltd.', '', 'ODM', 'OEM', 'Phase 1: Hall 1 1S20', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/chengzhan-electronic-technology-dongguan-co-ltd_2008857832995/,https://exhibitions.globalsources.com/exhibitors/HK/chengzhan-electronic-technology-dongguan-co-ltd_2008857832995/
"['Chibi Zhilixing Electronic Technology Co. Ltd.', '', 'ODM', 'OEM', 'OBM', 'Phase 1: Hall 5 5K15', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/chibi-zhilixing-electronic-technology-co-ltd_2008849985737/,https://exhibitions.globalsources.com/exhibitors/HK/chibi-zhilixing-electronic-technology-co-ltd_2008849985737/
"['China Flame Group Ltd', '', 'ODM', 'OEM', 'Phase 2: Hall 5 5D32', 'Contact Exhibitor', 'Add to Planner']",/exhibitors/HK/china-flame-group-ltd_2008859805171/,https://exhibitions.globalsources.com/exhibitors/HK/china-flame-group-ltd_2008859805171/
