url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Contact Person,Position,Office Address,Country/Region,Annual Turnover,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-WeArt-Industry-Trade-Co-Ltd-/1S00OO04O,Manufacturer,"Xiamen, Fujian, Chinese Mainland",,Paper Packaging,,,Ms Cici Chen,Sales Manager,"2/F, No. 71,Huli Industrial Park, Meixi Road, Tong’an District, Xiamen, Fujian 361100, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Yixin-Printing-Co-Ltd/1X09G9NM,Manufacturer,"Xiamen, Fujian, Chinese Mainland",2005.0,"Gift Packaging, Packaging Materials, Paper Packaging","Australasia, Eastern Europe, Middle East, North America, Scandinavia, Western Europe, Worldwide",101 - 200,Miss Joyce Chen,Sales Manager,"No. 161 Tongan Yuan, Tongan Industrial Concentrated Area, Tongan Zone, Xiamen, Fujian, China 361100",Chinese Mainland,"US$ 1,000,000 - 4,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date GMI - - - FSC - FSC 29 Jul 2022 - 01 Aug 2027 ISO 9001 - ISO 9001 02 Dec 2021 - 01 Dec 2024 G7 - - - ISO14001 - ISO 14001 02 Dec 2021 - 01 Dec 2024 Show More View details Factory & Facility Research & Development Quality Control",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Zhencai-Quality-Products-Import-Export-Co-Ltd-/1S00P03FO,,Chinese Mainland,,"Packaging Materials, Paper Packaging, Printed Matters, Printing & Packaging Equipment, Printing & Publishing Service, Printing Consumables, Printing Machines",,,Judy Li,Marketing Manager,"Room 101, No. 193-4, Tongji North Road, Tong'an District, Xiamen City, Fujian, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamenshi-Baijiada-Paper-Plastic-Products-Co-Ltd-/1S00P0VHQ,Manufacturer,"Xiamen, Fujian, Chinese Mainland",2019.0,Packaging Materials,,51 - 100,Mr Wilson Wu,Sales Manager,"No. 5 Fangshan South Road, Xiang'an District, Xiamen, Fujian, China 361115",Chinese Mainland,"US$ 500,000 - 999,999 View details Factory & Facility",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yantai-Yaomin-Science-Industry-Trade-Co-Ltd-/1S00OZ3RO,"Distributor, Exporter, Importer, Manufacturer","Yantai, Shandong, Chinese Mainland",,"Metal Packaging, Packaging Materials, Plastic Packaging","Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Worldwide",26 - 50,Ms xinrui chen,,dongting office fushan district shandong china,Chinese Mainland,"US$ > 250,000,000 Custom bottle caps and molds Medical aluminum cap twist-off Aluminum Caps Pull-ring plastic caps easy-Pull Aluminum-Plastic Com Aluminum-plastic composite cap Aluminum lid for wine Aluminum lid for drinks Certificate Name Issued By Certificate Type Valid Date ISO9001 ISO ISO 9001 25 Dec 2024 - 25 Dec 2025 View details Factory & Facility",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yuncheng-Rumeate-Glass-Co-Ltd-/1S00P03JC,Exporter,"Heze, Shandong, Chinese Mainland",,Printed Matters,,,Mr Qingjing Li,,"North of Chaozhuang Village, Dinglichang Town, Yuncheng County, Heze, Shandong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhangzhou-Kunyu-Metal-Technology-Co-Ltd-/1S00P0VFW,Manufacturer,"Zhangzhou, Fujian, Chinese Mainland",,"Metal Packaging, Packaging Materials Advantages of aluminum cups Kunrun Aluminum cup PREFERRED FOOD GRADE RAW MATERIALS Aluminum cap",,,Mr - Cao,Sales Manager,"Building A, No.456, Hongdai Village, Jiaomei Town, Zhangzhou, Fujian, China 361100",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Chuancheng-Packaging-Products-Co-Ltd-/1S00OOJ6Z,,Chinese Mainland,,"Packaging Materials, Paper Packaging, Plastic Packaging",,,Qinqin Hu,,"Gate 1, Building1, First Floor, No.2,2 30, North Geshan Road",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Landl-Printing-Co-Ltd/1X06H15S,"Exporter, Manufacturer","Taizhou, Zhejiang, Chinese Mainland",1996.0,"Bags, Handbags & Accessories, Gifts / Souvenirs, Packaging & Displaying Materials, Packaging Materials, Paper Packaging, Printed Matters, Printing & Publishing Service, Printing Consumables, Stationery","Australasia, Chinese Mainland, North America, Worldwide",101 - 200 ODM OEM Design Color Correction Certificate Name Issued By Certificate Type Valid Date ISO9001:2015 - - - Walmart Factory Audit - - - FSC2020 FSC - - View details Factory & Facility,Ms Hong Zhu,Manager,"No.9, Sanmaoxi West Road Donglu, Tiantai, Taizhou, City, Zhejiang China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Elements-Branding-Solutions/1S00OYEQG,,Hong Kong,,,,,Chris Chan,,"Flat P, 4/F, Phase 4, Kwun Tong Ind. Centre, 436-446 Kwun Tong Road, Kwun Tong, Kowloon, Hong Kong",Hong Kong,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HONG-KONG-TAI-PACK-COMPANY-LIMITED/1S00OWR5U,,Hong Kong,,Paper Packaging View details Factory & Facility,,,Mr YUK SUN Ng,,,Hong Kong,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Orient-Best-International-Limited/1S00P0Q0A,,Hong Kong,,,,,Rebecca Lok,,"Flat 1328, 13/F, Shing Yip Industrial Building, 19-21 Shing Yip Street, Kwun Tong, Kowloon",Hong Kong,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-COLOR-PACKING-COMPANY-LIMITED/1S00OXVO5,,Thailand,,,,,Dr yiyu cai,,,Thailand,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/COLOURFUL-PRINTING-INNOVATIONS-CO-LTD/1X09FUH1,,Chinese Mainland,,"Packaging Services, Professional Services",,,- Zhu,,3RD XIAOLI INDUSTRIAL ZONE DONGFENG Zhongshan Guangdong China,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DongGuan-GuangZheng-Paper-Industry-Co-LTD/1S00P03OX,,Chinese Mainland,,,,,Xingjie Pan,general manager,"Dongguan, Dongguan, Dongguan, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-City-SanQun-Packing-Products-Co-Ltd/1X09FV69,,Chinese Mainland,,,,,Ian Liao,Sales Manager,"No. 13, Jianye 2nd Road, Shitanpu, Tangxia Town, Dongguan, Guangdong China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Duopu-Bio-based-Innovation-Environmental-Protection-Co-Ltd-/1S00P0594,,Chinese Mainland,,"Gift Packaging, Packaging & Displaying Materials, Paper Packaging",,,Sara Ma,Manager,"Room 401, No. 3 Fenggang Feangxiang First Road, Fenggang Town, Dongguan City, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-HongYuan-Paper-Development-Co-Ltd-/1S00ON8RJ,,Chinese Mainland,,"Packaging Materials, Paper Packaging, Printed Matters",,,Ye,Project Manager,"No.4, Xiaohe Chuangxing Road, Daojiao Town, Dongguan, Guangdong 523170, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Mingjing-Ribbon-Co-Ltd-/1S00OOFOL,,Chinese Mainland,,,,,Jing,Project Manager,"No. 11 TaiKang Street, Baihao Village, Houjie Town, Dongguan City, Guangdong 523960, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Wanhe-Packaging-Materials-Co-Ltd-/1S00P0Q8M,,Chinese Mainland,,,,,Wilson LIANG,Sales Manager,"NO.5 Hengui Road, Lianhe Industrial Zone, Luocun, Shishan Town, Nanhai District, Foshan City, Guangdong Province, Chian",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Xinhe-Packaging-Products-Co-Ltd-/1S00ONBV4,,Chinese Mainland,,,,,Wen,General Manager,"No. 10, Road 7, Pacific Industrial Zone, Xintang Town, Zengcheng District, Guangzhou 511340, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Liaoning-Siyang-Printing-Machine-Co-Ltd-/1S00OAKVV,,Chinese Mainland,,,,,Yang Ming,Project Manager,"No. 34, Jinquan Street, West District, Pilot Free Trade Zone, Yingkou City, Shenyang, Liaoning, China 115000",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Art-Cool-Co-Ltd-/1S00P0VO5,,Chinese Mainland,,"Packaging Materials, Paper Packaging, Personal Care",,,DU ZIHUI,General Manager,"16th Floor, Hongji Building, No. 699 Chengbei Road, Yiwu, Jinhua, Zhejiang, China 322000",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Forests-Packaging-Group-Co-Ltd-/1S00ON8UA,,Chinese Mainland,,,,,Nino,Sales Manager,"7F, Building 1, Jinlinggu Science & Technology Ind No. 525 Yuanjiang Road, Minhang District, Shanghai 200241, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Shekou-Xinglong-Color-Printing-Factory/1S00P0ZY7,,Chinese Mainland,,,,,Hazel Wang,Manager Assistant,"93-1 fuchengao Industrial Avenue, Pinghu Street, Longgang district, Shenzhen, Guangdong, China 518111",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-XinLian-Artistic-Printing-Co-Ltd/1X00PVLU,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",1993.0,"Gift Sets, Gifts, Toys & Sports Supplies, Paper Packaging, Printed Matters, Printing & Publishing Services, Professional Services, Stationery",Worldwide ODM OEM,,Ms Chen,Xice Manager,"1-3 Floor, Building A, JinBoLong Industry Park, QingQuan Road, LongHua Town, Baoan Distr Shenzhen, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-C-D-Paper-Pulp-Co-Ltd-/1S00NM1A5,,Chinese Mainland,,,,,Zhong,Sales,361000 中國福建省廈門市 環島東路1699號 建發國際大廈24樓,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Changjiang-Printing-Development-Co-Ltd-/1S00P1JDE,Manufacturer,"Ningbo, Zhejiang, Chinese Mainland",1997.0,"Arts & Crafts, Educational Toys, Gift Packaging, Paper Packaging, Stationery","Chinese Mainland, Eastern Europe, North America, Scandinavia, Western Europe",201 - 500,Mr Jian Xu,Director,"No.368 South Qihang Road, Yinzhou District, Ningbo, Zhejiang, China 315145",Chinese Mainland,"US$ 10,000,000 - 49,999,999 View details Factory & Facility Research & Development Quality Control",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhuhai-Sen-Packaging-Co-Ltd-/1S00OOFPI,,Chinese Mainland,,,,,Herry,Director,"A District 5th Floor, Fourth Building, No.856 Renmin West Road, Zhuhai City, Guangdong 519000, China",Chinese Mainland,,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Boluo-Mapi-Meihao-Adhesives-Factory/1S00P1EDJ,,Chinese Mainland,,,,,Linfeng Wu,Director,"Xincun Village, Mapi Town, Huizhou City, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changchun-Longfeng-Package-Printing-Co-Ltd-/1S00P25HG,,Chinese Mainland,,,,,Ming Li,GM,"No. 3, Luoyang Street, Lvyuan District, Changchun City, Jilin Province, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changtai-Zeroleak-Package-Materials-Co-Ltd-/1S00OPJVW,,Chinese Mainland,,,,,Tina Lee,Sales Manager,"4/F, Building A, Taikun Industrial Park, Yintang Industrial Zone, Gunong, Changtai County, Zhangzhou City, Fujian 363900, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chaozhou-Chaoan-Anbu-Quansheng-Printing-Factory/1S00P1GYQ,,Chinese Mainland,,,,,Huixing Weng,Manager,"No.6 Jinlong Road, Lianlong Industrial Zone, Anbu Chaoan District, Chaozhou City, Guangdong Province, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chenxing-packaging-technology-Huizhou-Co-Ltd-/1S00P1QD7,,Chinese Mainland,,,,,HU MR,,"Three And Economic Development Zone Mitang Li Road Huiyang District, Huizhou City, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dong-Guan-Jinmei-Eco-Packaging-Products-Co-Ltd-/1S00P2IR9,Manufacturer,"Dongguan, Guangdong, Chinese Mainland",,,,,Mr Zhou wei Zhou,,"No.17, Xinnan Second Industrial Third Road, Qishi Town, Dongguan, Guangdong, China",Chinese Mainland,,
about:blank,,,,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dong-guan-Baosong-Paper-Co-Ltd/1X09GEXX,,Chinese Mainland,,Stationery Certificate Name Issued By Certificate Type Valid Date FSC - FSC -,,,- Hong,Sales Manager,"20 Hongfeng Road Chong Tou Chang An, Dongguang City, Guangdong, China 523848",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Fancy-Tins-CO-LTD-/1S00P0V9E,,Chinese Mainland,,,,,Longxing Wu,,"21 Chang Ping Area, Dong Ping Road, Chang Ping Tow Dong Guan City, Guang Dong Province, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Gao-Zhiyuan-Plastic-Products-Ltd-/1S00OBKLP,,Chinese Mainland,,"Packaging Materials, Paper Packaging, Plastic Packaging",,,Chole Lam,Japan assistant,"52 Qingtang Road, Qingxi Town, Dongguan, Guangdong, China 523665",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Gaobu-Fanxing-Printing-Factory/1S00P0V8H,,Chinese Mainland,,"Packaging Materials, Paper Packaging",,,Jian Su,general manager,"Xiajiang Cheng District, Gaobu Road No.10, Gaobu T Dongguan city, Guangdong Province, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Hengsheng-Polybag-Co-Ltd/1X093DQ7,Manufacturer,"Dongguan, Guangdong, Chinese Mainland",,"Health Care & Medical Supplies, Industrial Machinery, Parts & Raw Materials, Packaging Materials, Scientific, Testing & Laboratory Equipments",,,Mr Berry Zheng,,523336中國廣東省東莞市石排 鎮李家坊工業區,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Heshengyuan-Environmental-Protection-Materials-Co-Ltd-/1S00ON8SG,,Chinese Mainland,,"Paper Packaging, Plastic Packaging",,,Christy Xiong,GM,"Room 402, Flat B, TianYing Building, #20 Houjie Avenue, Dongguan City, Guangdong 523960, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Huaxun-Packaging-Co-Ltd-/1S00P0Q6S,,Chinese Mainland,,,,,LI CHEN,Manager,"Room 301, Building 1, No. 6, Zhenye Street, Lingxia, Liaobu Town, Dongguan City, Guangdong Province, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Jinchao-New-Material-Technology-Co-Ltd-/1S00OPESA,,Chinese Mainland,,,,,Huizhen He,Assistant,"Room 201, No. 2 Tianxin Butterfly Second Road, Dongguan, Guangdong 511700, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Liantai-Packaging-Products-Co-Ltd-/1S00P03DU,,Chinese Mainland,,,,,QIMA GAN,,"Room501, Building 4, No.10, Hongniuroad, Huangjiang Town, Dongguan City, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Lianxin-Technology-Co-Ltd-/1S00OATJM,,Chinese Mainland,,,,,- Deng,Sales,"NO.13, Yuzhou Rd, Shuibei Industrial Zone, Shipai Town, Dongguan, Guangdong Province, China 523000",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Liyou-Packaging-Products-Co-Ltd-/1S00P1LPC,,Chinese Mainland,,,,,HU MR,,"Room 201, Building 1, No. 90, Humen Section, Tai'an Road, Humen, Dongguan, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Longteng-Can-Manufacturing-Co-Ltd-/1S00ONBTA,,Chinese Mainland,,,,,Shu,General Manager,"Room 309/310, 3 East 5th Street, Keji Road, Qingxi Town, Dongguan, Guangdong 523660, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Pathe-Packaging-Co-Ltd/1S00OSF3C,,Chinese Mainland,,Paper Packaging,,,Mr pan weikai,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Qin-Rui-Eco-Technology-Co-Ltd-/1X09GL45,,Chinese Mainland,,"Bags, Handbags & Accessories",,,Louis Lee,Sales Manager,"906, Bldg. B2, Dongguan Tian'an Digital City, No. 1, Huangjin Rd., Nancheng Dist., Dongguan, Guangdong, China 523000",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Shenbo-Digital-Print-Co-Ltd-/1S00P03L6,,Chinese Mainland,,,,,Katy Ma,,"No.7, Dongcheng Section, Luosha Road, Dongcheng Street, Dongguan, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Wentong-Paper-Co-Ltd-/1S00P03A3,,Chinese Mainland,,,,,Tom Wu,,"No. 10, Fukang East Road, Houjie Town, Dongguan, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Xianglu-Printing-CO-Ltd-/1S00OYNTY,,Chinese Mainland View details Factory & Facility,,,,,Miss Lu Zhou,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Xinsheng-Cashmere-Paper-Products-Co-Ltd-/1S00O9WSS,Manufacturer,"Dongguan, Guangdong, Chinese Mainland",2007.0,Paper Packaging,"Chinese Mainland, Eastern Europe, Korea, Middle East, Other Asian Countries, Worldwide",51 - 100,Mr - Hu,General Manager,"Building 13, Fubao Industrial Park, No. 6, Hupan Road, Dalingshan Town, Dongguan, Guangdong, China 523820",Chinese Mainland,"US$ 500,000 - 999,999 View details Factory & Facility Research & Development Quality Control",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Yongtian-Packing-Industrial-Co-Ltd/1X09GBV8,Exporter,"Dongguan, Guangdong, Chinese Mainland",,"Gift Packaging, Gifts, Toys & Sports Supplies, Paper Packaging, Stationery",,,Mr -Xun Lu,SALES MANAGER,"Duwu Industrial, Wangliudun Town, Dongguan City, Guangdong Province, China 523200",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Yundingpaper-Industry-Co-Ltd-/1S00P0VB8,,Chinese Mainland,,,,,GRACE Liao,,"Room 201, No. 60 Tangjlao Road, Changping Town, Changping, Dongguan, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Zhenyang-Printing-Co-Ltd/1S00OHZ4P,,Chinese Mainland,,,,,Mr Edison Luo,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguang-Kolitt-Image-Technology-Co-Ltd/1S00P128A,,Chinese Mainland,,Paper Packaging,,,Meimei Wu,Manager,"Room 202, No.11,Erxiang, Humen Nanxin Road, HumenTown, DongguanCity, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Donguan-Luenfat-Plastic-Products-Co-Ltd-/1S00P0QF1,Manufacturer,"Dongguan, Guangdong, Chinese Mainland",1976.0,"Metal Packaging, Plastic Packaging, Raw Materials","Chinese Mainland, North America, Southeast Asia",201 - 500,Mr David lv,,"No. 4 Binhai Road, Jinxia Industrial Zone, Chang'an Town, Guangdong, Dongguan, China",Chinese Mainland,"US$ 100,000,000 - 249,999,999",Luenfat View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fujian-Qiyang-Packaging-Co-Ltd-/1S00P0Q5V,,Chinese Mainland,,,,,Fiona Cai,,"Building 4, Yupei Logistics, No. 396, Liangcai, Putou, Jiaomei Town, Zhangzhou, Fujian, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Greenwing-Bio-Industry-Guangdong-Co-Ltd-/1S00OO0EU,,Chinese Mainland,,,,,Nicholas Li,Manager,"Room 101, building 1, No.5, Fangzhong Second Road, Liangbian, Donguan, Liaobu, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guang-Dong-KeCai-Printing-Limited/1S00P0VUN,,Chinese Mainland,,,,,Li yang Cao,,"No,11 Renhe Road Renzhonggang Beizha, Dongguan City, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/GuangZhou-Shenghe-Packaging-Technology-Co-Ltd/1S00OX0EU,,Chinese Mainland,,"Educational Toys, Paper Packaging",,,Mr Ya Xiang Fu,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Chuangxin-New-Material-Technology-Co-Ltd-/1S00OOEYS,,Chinese Mainland,,,,,Jeson,GM,"Room 101, Building 1, No. 5, Fangzhong Second Road, Liangbian, Donguan, Liaobu",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Huichen-Packaging-Co-Ltd-/1S00P0ANT,,Chinese Mainland,,Plastic Packaging,,,Huang,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guandong-Lidexin-Eco-Tech-Limited-Company/1S00P1QCA,,Chinese Mainland,,,,,ERIC MAO,Sales Manager,"No. 7, 101, Building B, Jade Silver Bay, South of Fengguang West Road, Yingcheng, Yingde City, Guangdong Province, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Octki-New-Material-Technology-Co-Ltd-/1S00P0Q31,,Chinese Mainland,,,,,Jialiang He,GM,"No. 2, beside Sanhua Road, Fanhu Industrial Zone, Leping Town, Sanshui District, Foshan, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Regge-Paper-Industry-Co-Ltd-/1S00P0QCA,,Chinese Mainland,,Paper Packaging,,,Ares Zhang,SALES,"No.1 Hengtian Road, 5th Building, Tangxia Town, Dongguan City, Guangdong Province, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Union-Eco-Packaging-Scien-Tech-Co-Ltd-/1S00ONSWK,,Chinese Mainland,,"Packaging Materials, Paper Packaging",,,Cherry Lau,Sales Director,"NO 83. Nongchang Road, Yuanzhou Town, Boluo County, Huizhou City, Guangdong Province, China 516123",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Zhengyi-Packaging-Co-Ltd-/1S00P1ECM,,Chinese Mainland,,,,,- Wang,General Manager,"528000, No 8 Lexin Road, Leping Town, Sanshui District, Foshan, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Jame-Printing-Co-Ltd-/1S00P1297,,Chinese Mainland,,Stationery,,,Yang Xie,,"Room 802, 301 And 303 Huanshi Middle Road, Guangzhou, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Lize-Paper-Products-Co-Ltd-/1S00P05CV,,Chinese Mainland,,,,,Peihui Ding,,"No. 5, No. 101, Hanxi Road, Hanxi Village, Zhongcun Street, Panyu District, Guangzhou City, 2 China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Winsun-Packaging-Products-Co-Ltd-/1S00P0C1L,,Chinese Mainland,,"Gift Packaging, Paper Packaging, Stationery",,,Liang Xia,Sales Manager,"Room 802, 8th Floor, Huiying Guangchang, 1 NO. Jiejing Er Road, Shiqiao Street, Panyu Area, Guangzhou, Guangdong, China 511400",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Yinyi-Paper-Products-Co-Ltd-/1S00P05BY,,Chinese Mainland,,"Festive Supplies, Gift Packaging, Gifts / Souvenirs, Paper Packaging, Stationery",,,Jason Dean,general manager,"#2,Jin Long Road, Zhong Luo Tan Town, Baiyun District, Guangzhou City, 510550, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangzhou-Zhongfeng-Plastic-Packaging-Co-Ltd-/1S00P03B0,,Chinese Mainland,,,,,Zhongtian Li,,"Building A, No. 365 Shanxi Road, Yu Shatou Street, Panyu District, Guangzhou, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hangzhou-Riyi-Packaging-Material-CO-LTD/1S00OZCMU,,Chinese Mainland,,,,,Ms Emily Zhu,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-Fensidi-Industry-Co-Ltd/1S00OZCV3,,Chinese Mainland,,"Textiles, Fabrics & Yarns",,,Ms daisy Lee,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-YLL-Printing-Packaging-Manufacturing-Co-Ltd-/1S00OOFG9,,Chinese Mainland,,Paper Packaging,,,Jason Wang,Sales Manager,"Building E, Yide Industrial Park, Longqiao Avenue, Longxi Street Boluo County, Huizhou City, Guangdong 516121, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-Yongwei-Hardware-Can-Co-Ltd-/1S00ONQHV,,Chinese Mainland,,,,,Luo,Manager,"NO.85 YaLai Road, Qiuchang Muiyang District, HuiZhou, Guangdong 516221, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-ZTJ-Packaging-Co-Ltd-/1S00P0ONF,,Chinese Mainland,,,,,Mr DINGZHUO ZHOU,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hunan-Lido-Packaging-Co-Ltd-/1S00P1IG6,,Chinese Mainland,,,,,Ting Jiang,,"Building 11-12, Pingjiang High-tech Food Industrial Park, Yueyang City, Hunan Province, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Intbox-Intelligent-Packaging-Corporation/1S00OWN1A,,Vietnam View details Factory & Facility,,,,,Ms Thao Le Thi Phuong,,,Vietnam,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jeshun-Box-Packaging-Cambodia-Co-Ltd/1S00OYOCC,,Cambodia,,,,,Keng Low Ooi,CEO,"#403 , Lom Street, Chak Kambet Village, Voa Sar Commune, Samraong Tong District, Kampong Speu Province, Cambodia",Cambodia,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangsu-Pojing-Plastic-Technology-Co-Ltd-/1S00OXRJO,,Chinese Mainland View details Factory & Facility,,,,,Ms Grace Wang,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangtai-Plastic-Suzhou-Co-Ltd-/1S00P03M3,,Chinese Mainland,,,,,Jane zhan,sales manager,"SUZHOU, SUZHOU, SUZHOU, China",Chinese Mainland,,
