exhibitor_id,company_name,country,stand_number,address,profile_description,product_categories,logo_url,profile_url,source_position
491490,Hubei Kangshuo Engineering Equipment Co Ltd,CHINA,CHINA - G&Ruita~D2~D2-9726,,"We are an Authorized dealer of Cummins (China) Investment Co.,Ltd. Also named as service station of DCEC and XCEC. And skilled by PT & Inline service.We specialize in generator, engine assy and spare parts business of DCEC CCEC XCEC FCEC CUMMINS(import), which used for bus, truck, bulldozer, excavator, generator, tractor, marine engine, construction machinery. Given to our advanced equipment and professional technical, we can supply Disassembled and recon import cummins parts with competitive price of warranty and technical support. Reliable quality, reasonable price, fast delivery and good service made us gain widely good reputation both China and all over the world. We wish to create win-win deals with our customers, your satisfy is our pursuit! Welcome to contact us!",Others,https://eec.informamarkets-info.com/oga/profile/upload/2026/07/02/blob_2026-07-02_20260702093800A972.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491490/hubei-kangshuo-engineering-equipment-co-ltd,194
491470,"Hubei Xin Aneng Conveying Machinery Co., Ltd.",CHINA,~D2~D2-9028,,"Manufacturer: Conveyor Idler,Pulley, Frame,Cleaner and other conveyor related parts Solution Provider: Engineering Consulting Engineering Design Equlpment Production Equlpment Installation Commissioning, and After-sales Service Hubei Xin Aneng Conveying Machinery Co., Ltd. was founded in 1990, and specialized in conveyor equipment and accessories. Always regard excellence as a habit and insist on making every product fine and good. Most workers have been working in our factory for over 10 years. Our products include: Conveyor Idler, Conveyor Roller, Conveyor Roller Bracket, Conveyor Pulley, Conveyor Belt and so on. Since 1990, We entered into the field of bulk material handling and make the factory grow quickly. It only took us 5 years to accomplish what our peers have done for more than 20 years. Our boss insisted not to buy real estate, cars or make any investments on other industries. For 33 years, We devoted all our efforts and energy to every Conveyor Roller.",Others,https://eec.informamarkets-info.com/oga/profile/upload/2026/07/13/blob_2026-07-13_20260713115038A559.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491470/hubei-xin-aneng-conveying-machinery-co-ltd,195
491622,HUNAN CHUANGAN EXPLOSION-PROOF,CHINA,CHINA - G&Ruita~B3~B3-5105,,"Founded in 2002 in Loudi, Hunan, Hunan Chuangan Explosion-Proof Electric Co., Ltd. is a National High-Tech Enterprise integrating R&D, manufacturing, sales, and service of mining explosion-proof electrical equipment and intelligent mine management systems. With three provincial-level innovation platforms and university partnerships, the company holds 110+ intellectual property rights (including 20+ invention patents) and has earned honors such as National Key ""Little Giant"" Enterprise, National Green Factory, Hunan Province Manufacturing Single-Item Champion, and Hunan Province Technical Invention Award. The 160 mu production base features automated manufacturing and digital management systems. The product portfolio covers mining explosion-proof switches, variable frequency drives, illumination/signal devices, combination switches, lithium battery power supplies, mine hoists, and integrated mine management systems (leakage testing, personnel positioning, power monitoring, emergency power). All products carry Ex, MA, and CCC certifications, with Huawei MineHarmonyOS-certified core components. The company serves all major Chinese coal-producing regions through long-term partnerships with China Energy Investment, China Coal Energy, Coking Coal Group, Jinneng Holding, Shandong Energy, Henan Energy, Kailuan Group, and SANY Heavy Equipment, while exporting products overseas. Guided by the philosophy of ""People-oriented, Customer-first, Excellence in Quality, Pioneering Innovation"", the company is committed to delivering safer, more energy-efficient, and intelligent integrated electrical solutions to the global mining industry.",Electrical Equipment & Supplies,https://eec.informamarkets-info.com/oga/profile/upload/2026/07/02/blob_2026-07-02_20260702154135A592.jpeg,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491622/hunan-chuangan-explosion-proof,196
491489,"HUNAN JIHE INFORMATION TECHNOLOGY CO., LTD.",CHINA,CHINA - G&Ruita~D2~D2-9628,,"Hunan Jihe Information Technology Co., Ltd. was established in 2018 by a team of professors and doctoral graduates . It is a high-tech enterprise dedicated to the research and production of civil radar technology under the new system. Adhering to the development philosophy of 'demand-driven and innovation-led,' the company focuses on transforming advanced military radar technology for application in civilian industries.","Emergency Response Equipment,Others",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/28/blob_2026-07-28_20260728202712A372.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491489/hunan-jihe-information-technology-co-ltd,197
491380,Hunan kingcera,CHINA,CHINA - G&Ruita~D1~D1-9301,,"Kingcera Special Porcelain is a production entity enterprise integrating scientific research, production and operation in China. Since 1993, Kingcera Special Porcelain has been focusing on the technology development and application of industrial special ceramics, specializing in the production of bullet-proof ceramics for human protection and armored vehicle protection, and has rich experience in wear-resistant ceramic lining, wear-resistant ceramic pipes, structural ceramics and various wear-resistant ceramic lining equipment. With advanced production equipment, rich production experience, perfect quality assurance system, Kingcera has become an advanced special ceramic industrialization production enterprise.",Others,https://eec.informamarkets-info.com/oga/profile/upload/2026/07/15/blob_2026-07-15_20260715103820A696.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491380/hunan-kingcera,198
491158,HYDAC Indonesia,GERMANY,German Pavilion~A2~A2-2009,,"FILTRATION, HYDRAULICS, ELECTRONICS, AND SERVICE. WORLDWIDE. With over 10.000 employees, 50 subsidiaries and more than 500 sales and service partners, HYDAC is a reliable and competent partner ̶ worldwide. Our product range includes hydraulic accumulators, fluid filters, process filters, cooling technology, pumps, valves, power units, control blocks, magnet technology, sensors, measuring, display and analysis devices, electrohydraulic controls, variable-speed drive solutions, cylinders, fastening and connection technology, fittings, condition monitoring, mobile automation and much more. With our expertise, we engineer and supply turnkey hydraulic control and drive systems, including electronic controls and regulators, for mobile and stationary machinery and equipment for a wide range of industries. Moreover, we offer our customers a large package of technical services around the HYDAC Fluid Engineering for hydraulic oil, lubricants, cooling lubricants and water. For all our technologies and developments, we focus not only on the here and now, but also on the future. Beyond the legal requirements, we use renewable energy at our sites. At the same time, we value regionality – with our worldwide presence, we are in close contact with our customers and keep our delivery routes short. As an international network with local roots, we speak your language and are aware of the challenges on the ground. HYDAC provides a network of international and local specialists. This helps us to develop tailored solutions for and with our customers, adapted to suit your regional requirements. Rely on HYDAC’s expertise in hydraulics, systems and fluid engineering. We are committed to providing all-inclusive solutions that span industrial sectors and are sustainable and above all customer-oriented. We are not theorists – with comprehensive understanding of the industry, we develop systems that will stand the test of time. For you and with you.","Auger Mining Equipment,Bearings,Coal preparation plants & cutting machines,Construction, Contracting,Continuous Mining Machines,Control Equipment & Supplies,Dewatering Equipment,Filters and Accessories,Hydraulic Components Valves & Fitings,Lubricants,Lubricating Equipment,Mineral Processing Plants,Services,Valves,Water Treatment",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/15/blob_2026-07-15_20260715172439A243.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491158/hydac-indonesia,199
491463,Hytera Communications Corporation Limited,CHINA,CHINA - BBES~B3~B3-5002,,"Hytera Communications Corporation Limited (SZSE: 002583) is a leading global provider of critical communications technologies and solutions. With voice, video and data capabilities, we provide faster, safer, and more versatile connectivity for business and mission critical users. We enable our customers to achieve more in both daily operations and emergency response to make the world more efficient and safer. Hytera is committed to innovation and provides user-orientated critical communication products. Fully understanding the communication challenges the industrial users are facing in Public Safety, Energy, Transportation, Utilities, Commercial and other industry verticals, Hytera continuously invests in technology development and application innovation, and is committed to promoting most open communication standards from narrowband to broadband, including TETRA, DMR, PDT and LTE. Across multiple technologies and standards, Hytera provides feature-rich, multi-media broadband applications, while ensuring reliable mission critical voice communications through narrowband technologies, to help customers be their best by improving their situational awareness, fostering multi-agent collaboration, and enhancing decision making process. Hytera has more than 90 offices worldwide and more than 40% of our workforce is engaged in engineering, research and development. There are 7 global innovation and development centers located in China, Germany, Spain and Canada. The centers collaborate to keep Hytera at the forefront of the communications industry and are dedicated to developing leading technologies into solutions that our customers can count on to meet their real time communications challenges. With its extensive network of dealers and partners, Hytera is proudly serving customers in over 120 countries and regions around the world.","Communications & Tracking,Communications Equipment",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/14/blob_2026-07-14_20260714135829A535.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491463/hytera-communications-corporation-limited,200
491545,ifm electronic,GERMANY,German Pavilion~A2~A2-2105,,"Measuring, controlling, regulating and evaluating – when it comes to groundbreaking automation and digitisation technology, the ifm group of companies is the ideal partner. Since the company was founded in 1969, ifm has been developing, producing and distributing sensors, controls, software and systems for industrial automation worldwide. As one of the pioneers in the field of Industry 4.0, ifm develops and implements holistic solutions for the digitisation of the entire value chain ""from sensor to ERP"". Today, the second-generation family-run ifm group of companies with more than 9,100 employees in 90 countries is one of the global industry leaders. The medium-sized group combines the internationality and innovative strength of a growing group of companies with the flexibility and customer proximity of a medium-sized company.",Automation,https://eec.informamarkets-info.com/oga/profile/upload/2026/07/09/blob_2026-07-09_20260709161548A099.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491545/ifm-electronic,201
484344,igus Indonesia,INDONESIA,~D1~D1-810,"German Centre Suite 6040-6050 Jl. Kapten Subijanto Dj., BSD City","igus is a manufacturer of components made of high-performance polymers for motion, based in Cologne (Germany). We have been developing and producing motion plastics, innovative products made from lubrication-free plastics, since 1964. These include energy chains, cables, plain bearings, lead screw technology, robots and intelligent sensor technology, which help our customers to improve their technology and reduce costs. Most products are manufactured using the injection moulding process, from which the company name is derived: igus = Industriespritzgus (industrial injection moulding).","Automation,Bearings,Equipment,Gears,Water Treatment",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/28/blob_2026-07-28_20260728203241A381.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484344/igus-indonesia,202
484336,ILAMOS PASIFIK INDONESIA,INDONESIA,~A1~A1-1422,"Jl Krekot Bunder Raya no 47AB, Pasar Baru","PT ILAMOS PASIFIK INDONESIA is a company engaged in the provision of seal kits and spareparts for excavators & bulldozers from well-known brands, such as Sany, Komatsu, Hitachi, Kobelco, Caterpillar, Doosan, Sumitomo, Hyundai, Volvo, Liugong, Zoomlion, Sunward, and others. PT ILAMOS PASIFIK INDONESIA has been offering LOMOS products since 2016 as an official brand with genuine standards. Partnership is established with ZH brands in 2019, and in 2024 partnership is established with SANY and OKUBO.","Continuous Mining Machines,Equipment,Filters and Accessories,Gears,Ground Engaging Tools,Heavy Equipment Transport,Hydraulic Components Valves & Fitings,Metals & Special Alloys,Pumps,Teeth-Excavator,Tools,Valves",https://eec.informamarkets-info.com/oga/profile/upload/2025/08/11/blob_2025-08-11_20250811194410A403.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484336/ilamos-pasifik-indonesia,203
491419,IMAGINA,INDONESIA,~C3~C3-6405,,"We are an Indonesian company that engages in value addition businesses from natural ingredients. Over five decades ago, Indesso started as a clove leaf oil distiller. Now we have transformed to become Southeast Asia’s leading Flavor & Fragrance (F&F) ingredients and Food & Wellness Solutions provider, serving over a thousand customers in Indonesia and more than 35 other countries globally. IMAGINA® Unlock the potential of IMAGINA®, the innovative solution for better and more sustainable energy. IMAGINA® is designed not only to address the pressing needs of industries like mining, ports, and transportation but also to support green energy companies in producing and delivering cleaner fuels. With a broader vision of becoming a leader in sustainable energy solutions, IMAGINA® aims to drive the transition toward renewable energy for a brighter future.",Others,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/18/blob_2026-05-18_20260518110928A651.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491419/imagina,204
491387,Immco Pte Ltd,SINGAPORE,ASME~D1~D1-8121,"7030 Ang Mo Kio Avenue 5, #04-07 Northstar @ AMK","Established in 2000, Immco Pte Ltd specializes in distributing an array of products which commit to value-add our customer in terms of quality, cost-saving, efficiency, safety & productivity. We represent several reputable products which include: • Costex Tractor Parts (CTP®) – New Quality Replacement Parts for Caterpillar® & Komatsu® Equipment • Hydratron® – High Pressure Fluid Control Equipment • DuraJack® – High Pressure Hydraulic Tools & Equipment • KuDos® – Professional Hydraulic Hand Tools • Betex® – Assembly & Disassembly Tools meant for bearings & Drive Components (Also known as Schaeffler Smart Maintenance Tools) • JackRam® – Professional Tools for Automotive & Industrial Applications Headquartered in Singapore, we have expanded our regional presence to Malaysia, Indonesia, Thailand, Vietnam & South-East Asia including Bangladesh and Pakistan, serving a wide range of customers across various industries which include Construction, Forestry, Oil & Gas, Maintenance Repair Operations (MRO), Shipyards, Mining, Marine & Offshore, Railway, Power Plant and Steel Mills. We strive to always provide excellent customer service through stock distribution, on-site services, and total solutions to our customers.","Bearings,Construction, Contracting,Equipment,Filters and Accessories,Gears,Ground Engaging Tools,Hydraulic Components Valves & Fitings,Pumps,Tools,Valves,Vehicle Braking Systems,Others",https://eec.informamarkets-info.com/oga/profile/upload/2026/05/28/blob_2026-05-28_20260528124616A433.jpeg,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491387/immco-pte-ltd,205
484339,INDOGEOPIPE,INDONESIA,~C1~C1-S155,JL. Mangga Ubi No. 17 Kapuk Cengkareng,"Indogeopipe merupakan produsen lokal yang memproduksi Pipa HDPE Corrugated dan Spiral yg berlokasi di Banten. Kami memiliki kapasitas produksi yang besar dengan kualitas terbaik. Indogeopipe adalah merk dagang terdaftar milik PT. Kayu Asri Indonesia selaku produsen lokal pipa HDPE yang terbessar di Indonesia. Dengan kapasitas produksi yang besar serta kualitas produk yang kami banggakan, Indogeopipe siap melayani permintaan produksi pipa HDPE sesuai kebutuhan proyek yang sedang Anda kerjakan",Piping Systems,https://eec.informamarkets-info.com/oga/profile/upload/2026/05/06/blob_2026-05-06_20260506111423A429.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484339/indogeopipe,206
484265,INDORIG MITRA SEJATI,INDONESIA,~B1~B1-4124,"GG Tiga Sekawan, Telajung, Kec. Cikarang Barat, Kabupaten Bekasi, Jawa Barat","ONE STOP SHOPPING FOR COREDRILLING MACHINE AND EQUIPMENT, AND DELIVER BEST QUALITY PRODUCT AND FOLLOW BY EFFECTIVE AND INNOVATIVE SERVICES.","Auger Mining Equipment,Continuous Mining Machines,Longwall Mining Equipment",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/28/blob_2026-07-28_20260728203415A382.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484265/indorig-mitra-sejati,207
491559,"Inner Mongolia Comans Chemical CO.,LTD",CHINA,CHINA - CCCME~D1~D1-8450,,"Inner Mongolia Kemansi Chemical Co., Ltd., registered in Chifeng High-tech Zone in 2025, is a comprehensive chemical trading enterprise integrating chemical raw material sales, mining and building material supply, import and export trade, and supporting engineering services. It deals in a full range of general chemical products, mineral products, mining machinery and construction materials, and holds qualifications for hazardous chemicals operation as well as goods import and export. The company provides one-stop material supply services for industrial and mining, infrastructure sectors, covering domestic distribution and overseas import & export businesses. Operating in full compliance with relevant regulations with stable supply channels, it specializes in the industrial material circulation market in eastern Inner Mongolia.",Lighting Systems,https://eec.informamarkets-info.com/oga/profile/upload/2026/07/08/blob_2026-07-08_20260708115829A793.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491559/inner-mongolia-comans-chemical-co-ltd,208
485830,INNOMOTICS,INDONESIA,~A3~A3-3129,"CIBIS NINE OFFICE Lt. 11, Jl. TB. Simatupang No. 2 Cilandak Timur","Redefining reliable motion for a better tomorrow. With a trusted legacy of more than 150 years of Siemens engineering expertise, we are and have always been the backbone of reliable motion for industries and infrastructure worldwide. Our mission is to support you, our customers and partners, and your business on the road to the future – sustainable, digital, reliable.","Auger Mining Equipment,Construction, Contracting,Continuous Mining Machines,Control Equipment & Supplies,Conveyer Systems,Dewatering Equipment,Electrical Equipment & Supplies,Grinding Mills,Mineral Processing Plants,Power Transmission Equipment,Process Control & Instrumentation,Services,Others",https://eec.informamarkets-info.com/oga/profile/upload/2026/06/30/blob_2026-06-30_20260630173001A962.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/485830/innomotics,209
486661,INNOMOTICS,INDONESIA,~A3~A3-3130,"CIBIS NINE OFFICE Lt. 11, Jl. TB. Simatupang No. 2 Cilandak Timur","Redefining reliable motion for a better tomorrow. With a trusted legacy of more than 150 years of Siemens engineering expertise, we are and have always been the backbone of reliable motion for industries and infrastructure worldwide. Our mission is to support you, our customers and partners, and your business on the road to the future – sustainable, digital, reliable.","Auger Mining Equipment,Construction, Contracting,Continuous Mining Machines,Control Equipment & Supplies,Conveyer Systems,Dewatering Equipment,Electrical Equipment & Supplies,Grinding Mills,Mineral Processing Plants,Power Transmission Equipment,Process Control & Instrumentation,Services,Others",https://eec.informamarkets-info.com/oga/profile/upload/2026/06/30/blob_2026-06-30_20260630173001A962.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/486661/innomotics,210
499072,INPARTS PRIMA SUKSES PT,INDONESIA,~B3~B3-5401,"Jl. Soekarno Hatta KM. 06, RT. 30 No. 1C, Kel. Graha Indah, Kec. Balikpapan Utara","We are Indonesian based Company, Engaged with the product Autolube System, Fire Suppression System and Safety Device. Our Service are Installed requested product and maintenance our dedicated brand for all product is Hartex","Hydraulic Components Valves & Fitings,Lubricants,Lubricating Equipment,Pumps",https://eec.informamarkets-info.com/oga/profile/upload/2025/07/01/logo_2025-07-01_20250701150406A127.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/499072/inparts-prima-sukses-pt,211
491513,IntelliTrac GPS,INDONESIA,~D2~D2-9330,Kompleks Perkantoran ITC Roxy Mas Ruko Blok E2 No.25 Jl. KH. Hasyim Ashari 125 Jakarta Pusat 10150,"PT INTIMAP, an international technology company specializing in GPS telematics and fleet management systems. In 2003, an Indonesian team was formed to develop GPS solutions that meet the needs of the Indonesian industry. In 2008, under PT Intimap, Intellitrac GPS officially operated in Indonesia and developed into a leading GPS telematics and fleet management provider. Until now, Intellitrac GPS has reached various industries throughout Indonesia and become the leading GPS telematics solution.",Others,https://eec.informamarkets-info.com/oga/profile/upload/2026/06/25/blob_2026-06-25_20260625100851A176.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491513/intellitrac-gps,212
492627,Investment NSW,AUSTRALIA,~D1~D1-8326,,"Investment NSW drives economic growth and prosperity for the people of NSW by bringing together business, government and priority markets to deliver on the government’s strategic priorities and boost the state’s innovation, industry, investment and trade. It’s our role to deliver economic and social benefits for the people of NSW by growing the state’s economy. This work helps to make NSW a prosperous, inclusive and a thriving global hub for business, innovation, talent, visitors and residents. We achieve this by targeting opportunities aligned to our key pillars: • Boosting research and development • Fostering start-ups and innovations • Growing priority sectors and precincts • Attracting global talent and investment • Exporting to the world.","Batteries,Communications & Tracking,Communications Equipment,Computers & Software,Construction, Contracting,Control Equipment & Supplies,Conveyer Systems,Electrical Equipment & Supplies,Electronic Equipment & Supplies,Environmental Services,Equipment,Fuels and Fuel Additives,Gears,Government, Trade Association & Information,Heavy Equipment Transport,Lighting Systems,Maintenance Vehicles,Personal Protective Equipment,Protective Coatings & Linings,Pulley Systems,Services,Software,Tools,Training,Transportation,Others",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/09/blob_2026-07-09_20260709170853A252.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/492627/investment-nsw,213
484291,Invision Sales,AUSTRALIA,~D1~D1-8225,"19 Concorde Drive Keilor Park, Victoria 3042 Australia","Invision Sales is a leading distributor of advanced lighting technologies, representing globally recognised brands across the Asia–Pacific region. Established in 2002, the company specialises in the sales and marketing of high performance lighting solutions for a diverse range of industries. As the exclusive distributor of JW Speaker LED lighting products and GE Tungsram Automotive Lighting, Nosolis Lighting and Headlight Restoration. Invision holds a strong market position within the automotive OEM and aftermarket sectors, as well as the rail, military, mining, agricultural, and marine industries. Our team of technical lighting specialists works closely with customers and OEM manufacturers both in Australia and internationally, providing expert guidance and tailored solutions.","Electrical Equipment & Supplies,Lighting Systems",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/28/blob_2026-07-28_20260728203510A384.jpeg,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484291/invision-sales,214
491528,I-PASS CORPORATION,KOREA,KOCEMA~A1~A1-1509,"55, Majung-ro, Seo-gu, Incheon, Republic of Korea","Since 1993, I-PASS has been a premier manufacturer specializing in high-perfor- mance hydraulic seals, driven by our expert PTFE/Teflon processing technology. We provide custom-engineered sealing solutions?including piston seals, rod seals, and dust wipers?that ensure maximum reliability and leak prevention in extreme industrial environments. With over three decades of precision design expertise, we are a trusted global partner in enhancing hydraulic system efficiency and durability.","Bearings,Bucket Wheel Excavator,Pumps",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/28/blob_2026-07-28_20260728202848A375.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491528/i-pass-corporation,215
484257,IPI SCREEN™,INDONESIA,~A1~A1-110,JL. RAYA LEGOK KM 7,"IPI SCREEN™ specializes in the manufacture of high-performance screen sieves made from polyurethane, rubber, wire mesh, and wedge wire steel. We make custom-made product requested by Customer across a wide range of industries, including mining, quarrying, recycling, and industrial filtration.","Dewatering Equipment,Filters and Accessories,Scrapers Screen",https://eec.informamarkets-info.com/oga/profile/upload/2025/07/01/logo_IPI_screen_tagline_2025-07-01_20250701112317A934.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484257/ipi-screen,216
484435,ISUZU,INDONESIA,~A2~A2-205,Gudang Blok E No.3 Pergudangan Lucky Point Blok F No.3 Kapuk Muara Penjaringan,"PT Jialiang Machinery Indonesia is an official provider of Isuzu diesel engine solutions and genuine parts for the heavy equipment industry in Indonesia. Headquartered in Jakarta, we offer integrated services ranging from the supply of diesel engines and genuine spare parts to technical support, engine diagnostics, and professional engine overhaul services. Backed by more than 20 years of experience in diesel engine research, development, and technical services in China, we are committed to delivering reliable, efficient, and high-value solutions to our customers. By prioritizing product quality, rapid response, and professional technical support, PT Jialiang Machinery Indonesia is dedicated to becoming a trusted partner in enhancing the productivity and operational success of customers throughout Indonesia.","Construction, Contracting,Earth Moving Equipment,Equipment,Others",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/16/blob_2026-07-16_20260716153037A959.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484435/isuzu,217
487889,ITH Bolting Technology & Thyssenkrupp Rothe Erde,MALAYSIA,~A1~A1-1501,"57G, Jalan TPK2/8, Taman Perindustrian Kinrara, 47180 Puchong, Selangor, Malaysia","ITH GmbH & Co. KG (also known as ITH Bolting Technology) is a globally leading, family-owned engineering company based in Meschede, Germany. They specialize in industrial bolting technology, manufacturing high-tech tools and fasteners used to tighten, loosen, and measure large-diameter bolted joints Thyssenkrupp Rothe Erde is a premier global manufacturer of slewing bearings, seamless rolled rings, and structural components. Headquartered in Dortmund, Germany, it operates globally and is a crucial subsidiary of thyssenkrupp AG, producing massive, highly engineered components used in wind turbines, heavy cranes, tunnel boring machines, and radar equipment","Bearings,Industrial Fasteners,Tools",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/15/blob_2026-07-15_20260715143525A538.jpeg,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/487889/ith-bolting-technology-thyssenkrupp-rothe-erde,218
484306,JACON Underground Equipment and JLE Electrical Manufacturing,INDONESIA,~B3~B3-504,"EIGHTYEIGHT@KASABLANKA OFFICE TOWER LT. 38 UNIT A-D, JL. CASABLANCA KAV.88","JACON Underground Equipment, JLE Electrical Manufacturing, COMET Mobile Conveyor, VMS Manufacturing Services and Tricon Blasthole Drill Bit are now brought to Mining Indonesia by PT JTECH Jasa Pertambangan (JTECH). When you have an upcoming or existing underground mining project that requires mobile equipment, JACON Equipment will help you get the right equipment to get your job underground done well and on time. If you have mining project that requires a trustworthy High Voltage Electrical Panels, Boxes, and Substations, equipment from JLE Electrical Manufacturing shall give you peace of mind to help your mining project start running and stay running. Are you managing quarries or a coal transport services, and your projects need an additional conveyor to add to your existing conveyor system or mobile crushing line system? COMET Mobile Conveyor is here to help you and solve your headache For a custom manufacturing services or white label manufacturing services for steel engineered items, our friendly neighbor in Vietnam by the name of VMS Manufacturing Services. They make anything from gantry crane, tunnel segment carrier, and so many more. Last but not least, you got to make a hole on the surface to bomb your ground and pull your ores. This is where Tricon Blasthole Drill Bit comes by and save the day. Tricon's drill bit offers a premium drill bit and premium service to ensure you have the most fitting drill bit for your blasting projects.","Agitators & Mixers,Control Equipment & Supplies,Conveyer Systems,Electrical Equipment & Supplies,Emergency Response Equipment,Equipment,Maintenance Vehicles,Roof Supports Ground Control Equipment,Shotcrete Equipment,Tracked Vehicles",https://eec.informamarkets-info.com/oga/profile/upload/2025/07/18/blob_2025-07-18_20250718213508A876.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484306/jacon-underground-equipment-and-jle-electrical-manufacturing,219
491661,JASUNG INTELLIGENT MOTOR,CHINA,CHINA - Henan Minghong~B3~B3-5121,,"angsu Jasung Intelligent Industrial Technology Co., Ltd. (hereinafter referred to as Jiangsu Jasung) was established in 2005 and is headquartered in the intelligent manufacturing hub of Changzhou, with convenient transportation and beautiful environment. The company is committed to empowering global industrial clients with low-carbon and IoT transformation upgrades through permanent magnet drive technology. It integrates the research and development, production, sales, and service of products and technologies, including ultra-low-speed and ultra-high-speed permanent magnet direct drive systems, outer rotor permanent magnet motors, hollow rotor permanent magnet motors, intelligent industrial variable frequency permanent magnet motors, bulk material conveying systems, variable frequency drives, industrial cloud intelligent equipment status management systems, and comprehensive energy efficiency optimization solutions. Jiangsu Jasung is recognized as a national high-tech enterprise and a ""National Specialized, Refined, and Innovative Little Giant Enterprise,"" with a national postdoctoral research workstation in permanent magnet drive systems.",Electrical Power Transmission Equipment & System,https://eec.informamarkets-info.com/oga/profile/upload/2026/07/02/blob_2026-07-02_20260702090120A855.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491661/jasung-intelligent-motor,220
491663,"JIANGSU DYNAMIC CONSTRUCTION MACHINERY CO., LTD",CHINA,CHINA - G&Ruita~B3~B3-5101,,"Founded in 1983, Dynamic boasts over 40 years of experience in the light construction machinery industry, offering world-class quality products at reasonable prices. We focus on research, development, production, and innovation. Currently, we have three production bases. Our newest factory, located in Huai'an City, Jiangsu Province, commenced operation in 2023, covering over 50,000 square meters, enabling us to deliver orders within 30 days. Meanwhile, our original factory in Wenzhou remains operational, and our Shanghai factory enjoys convenient transportation, facilitating visits from overseas customers. We warmly welcome customers and friends to visit us, where you can find the best solutions for concrete finishing and compaction machinery in Asia.","Construction, Contracting,Equipment,Vibrators",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/01/blob_2026-07-01_20260701170912A335.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491663/jiangsu-dynamic-construction-machinery-co-ltd,221
